"NSCLC_H358_1",1142090.559,87549.23927,112889.612,48788.49724,1496101.376,1210447.023,636328.6621,710024.7636,299001.4169,1295051.963,444075.5557,2160911.039,793863.4063,115866.7215,501735.5535,2432688.111,915736.5717,830905.8352,1208169.064
"NSCLC_PC9_1",1184100.371,90637.70073,147891.96,72151.86487,1055488.422,516895.9047,1897428.442,633668.6889,237393.9598,1185052.967,412587.0557,2140756.645,805112.8559,97930.50259,767639.4353,1768585.309,647157.2032,720654.1989,295497.8017
"NSCLC_PC9_2",1240396.572,94805.27578,228717.6034,158274.4999,1157920.255,659670.9392,1959598.488,648870.4329,205775.1037,1178600.108,422968.6697,2183782.579,802299.206,119153.9895,712689.8175,1821708.787,669733.6755,799876.0264,345190.527
"NSCLC_HCC4006_2",1218690.882,78094.30676,268055.3662,196597.8036,1374390.724,957480.6819,2163711.191,716352.7373,547115.203,1125455.6,407742.3806,1781967.15,639006.6226,90911.58503,536358.1385,1596994.981,616229.6823,694576.6726,405535.3652
"SCLC_86M1_2",1233497.617,89481.54625,155674.8526,58882.37743,582837.6331,169764.2872,1216371.157,398566.8253,434786.34,513467.4278,176838.0772,2121997.887,769188.8593,105041.7161,347599.3123,1037357.157,384134.749,937359.0947,267123.614
"SCLC_86M1_1",1239713.557,93399.19476,204540.6592,111268.928,654803.4953,185367.7092,1355969.711,460783.0815,522065.9439,591662.4355,202593.0854,2445957.677,903325.1478,128372.3219,368017.9438,1189477.044,442822.5302,1075576.634,295990.9336
"SCLC_16HV_1",1178996.797,93214.61248,224370.3668,89052.88324,549993.6611,1409313.842,2413900.644,812284.1079,354301.1255,845786.3488,294407.7501,2170723.951,781536.3178,101400.6219,485097.8865,1267673.095,457687.093,921165.2219,252510.9777
"SCLC_16HV_2",952492.4482,86262.36889,239139.7575,137589.2905,618231.2213,1591221.684,2307139.198,784142.2441,372277.7754,844145.1636,287889.4976,2198842.012,792398.241,116394.6334,487646.5062,1257956.108,455078.2784,936977.4282,267218.0376
"SCLC_DMS79_1",1020207.232,89069.80316,198732.4977,111795.3744,477813.6258,244738.7893,1627418.606,532033.7383,744552.6109,621579.9284,209756.1675,2148404.266,801002.9102,105850.3326,522898.4032,827803.1891,290289.1221,745934.6009,211274.4549
"SCLC_DMS79_2",1134307.517,84106.22538,187515.7619,120056.2389,353166.8295,190512.0459,1635880.564,535458.926,684515.8501,574630.3167,205339.153,2172781.862,791559.7704,84929.53663,477047.4853,743628.3359,271014.6547,660132.4624,188113.9597
"SCLC_H187_2",1172182.303,90203.262,293499.3927,165160.2498,769083.1829,510996.244,1737766.335,571917.8746,351156.1273,793824.6303,267309.3452,2104750.73,784432.5957,110701.1147,528003.165,1376845.126,502997.7673,888205.7445,221682.0415
"SCLC_H187_1",1163226.062,90534.00473,354924.3348,239684.6799,824303.6604,622822.8594,1739026.542,576176.0049,379396.1631,783587.3439,280225.4913,2139397.507,775557.5591,108623.5535,531697.5203,1358529.645,503058.2846,968180.6046,245573.5015
"SCLC_H209_1",1150867.75,80397.97537,201714.0704,127628.5072,259830.6477,572757.0961,1663351.184,544916.07,943037.411,556594.7261,190612.2903,1996680.564,729610.3484,103131.2834,338891.5471,713288.364,263307.6627,579392.0794,198761.7922
"SCLC_H524_1",1238441.142,95610.41714,232739.5231,117600.8088,509641.6129,1248400.395,1912349.423,644240.2836,196950.6178,517575.1945,173839.6731,2182398.976,769916.0585,102781.3712,157620.6688,737819.38,268363.8286,759567.3612,112399.2545
"SCLC_H209_2",1003479.677,90143.85853,277858.4572,172797.396,296388.5912,893285.2397,1720250.524,584409.3757,983358.2944,625232.6351,211700.255,2034590.829,748998.3845,75865.8708,348954.2312,805563.5067,282896.9993,764668.3698,334433.9517
"SCLC_H524_2",1404058.25,102098.9737,366646.4918,237411.47,663818.8586,1459597.243,2259723.698,736651.9958,275232.1239,595660.9072,191589.066,2547268.828,932276.7742,105026.5184,171093.3042,869246.1371,316876.3252,919725.1348,129749.0681
"SCLC_H69_1",1175188.424,96648.65198,253743.6126,123795.8965,703873.4597,27048.62612,712747.6429,228873.2935,190486.6306,281011.213,96987.94853,1436821.197,508051.6916,71396.65077,213171.488,507931.3947,173618.9507,611852.7334,163649.9093
"SCLC_H82_1",1037688.498,88391.00962,384003.9987,245592.8582,999682.9357,495708.7197,1417238.693,474169.9925,281259.324,542229.5674,163058.7325,1592434.123,558959.3325,76161.1306,354698.5907,998142.3343,367104.9486,780744.7759,249009.065
"SCLC_H82_2",1151794.883,97595.55222,374304.8617,236334.5777,1163577.746,493552.2361,1797726.444,594777.2335,298926.6065,666532.2771,236756.5216,2093959.273,767899.2813,87709.85327,378105.9328,1356107.963,502745.4546,958345.0623,218359.8728
"SCLC_H69_2",1426506.288,97861.14492,159725.8457,59540.59095,871065.3799,30308.00514,867873.179,283798.1929,209697.0576,330317.426,114600.2984,2021869.399,713298.6749,103547.9184,221082.2641,631480.7834,217917.8605,710532.4239,167034.8056
"SCLC_N417_2",1055851.68,77631.22089,284555.8518,183504.0454,247900.7239,705625.9908,1508154.671,484214.4569,294401.1354,735791.7836,247973.8525,1845441.813,658651.4445,78262.18506,694268.4823,1270284.857,463410.6381,970491.866,341519.4543
"SCLC_N417_1",1278411.147,94126.26606,300890.2249,214444.386,286400.4482,817740.4974,1808227.135,601060.4495,338684.5929,825182.9084,286646.1448,2098387.36,751780.1982,110491.3027,801583.7365,1519161.945,546964.0096,1183579.273,397029.2623
"SCLC_SW210-5_1",1101994.558,82320.95409,175738.8734,81502.83125,964593.0989,247254.9966,1421205.162,463798.7921,378692.8858,518550.381,162700.6534,1914295.037,680081.4078,91655.27178,305914.7294,836636.369,296225.0871,940754.6418,385014.9545
"SCLC_SW210_5_2",1407596.388,107457.3283,231681.1868,121001.5597,944401.8753,206617.0114,1722583.356,575949.9695,370947.4496,611190.1093,215037.7096,2367031.227,883527.528,104656.8423,357435.7588,1032990.563,376977.9235,1053930.602,334884.1447
